Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Due Date,Votes,Description,Environment,Watchers,Log Work,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Custom field (Counter Measure),Custom field (Difficulty),Custom field (Fix Version/s),Custom field (Found Date),Custom field (Integrated CW),Custom field (Integrated Version),Custom field (Occurrence),Custom field (Origin of Task),Custom field (Original Estimate),Custom field (Planned End),Custom field (Planned Start),Custom field (Reject reason),Custom field (Risk),Custom field (Root cause),Custom field (SW Version),Custom field (SW_Version_Fix_Planned),Custom field (SW_Version_Fixed),Custom field (Story Points),Custom field (Test Delay Reason),Custom field (Test Result),Custom field (Velocity),Comment,Comment,Comment,Comment
[ToDo] 문성훈 09/12(화),FG-85,11072,ToDo,In Progress,FG,First Group,business,sgyang,,,Top,,shmoon,shmoon,shmoon,12/Sep/17 2:31 PM,12/Sep/17 6:02 PM,19/Oct/17 3:37 PM,,,0,안드로이드 floating action button 개발,,shmoon,기본 floatingactionbutton 완료;12/Sep/17 2:32 PM;shmoon;7200,calendar 날짜 누르면 해당 날짜의 주차계획서 데이터 가져옴 ui작업 필요;12/Sep/17 6:02 PM;shmoon;14400,,,,28800,7200,21600,75%,28800,7200,21600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ToDo] 문성훈 09/11(월),FG-81,11064,ToDo,Closed,FG,First Group,business,sgyang,,,Top,,shmoon,shmoon,shmoon,11/Sep/17 10:05 AM,12/Sep/17 10:36 AM,19/Oct/17 3:37 PM,,,0,모바일과 검색기능 테스트,,shmoon,"그래프에 출력할 주간 매출총액 api 개발

팀장: 자기 부서의 총매출액

사원: 본인의 총 매출액

주간계획서의 first_weekday 값으로 주차별로 데이터 값을 db로부터 가져옴;11/Sep/17 2:33 PM;shmoon;7200",안드로이드와 스피너 검색부분 버그 수정;11/Sep/17 7:02 PM;shmoon;21600,,,,28800,0,28800,100%,28800,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,"11/Sep/17 7:02 PM;shmoon;[~shmoon] logged work - 11/Sep/17 2:00 PM
 * Time Spent:6 hours 안드로이드와 스피너 검색부분 버그 수정
Permalink [Edit|http://192.168.1.7:8181/secure/UpdateWorklog!default.jspa?id=11064&worklogId=10346] [Delete|http://192.168.1.7:8181/secure/DeleteWorklog!default.jspa?id=11064&worklogId=10346]
[~shmoon] logged work - 11/Sep/17 11:30 PM - edited
 * Time Spent:2 hours 그래프에 출력할 주간 매출총액 api 개발

팀장: 자기 부서의 총매출액

사원: 본인의 총 매출액

주간계획서의 first_weekday 값으로 주차별로 데이터 값을 db로부터 가져옴",,,
[ToDo] 문성훈 09/09(토),FG-77,11060,ToDo,Closed,FG,First Group,business,sgyang,,,Top,,shmoon,shmoon,shmoon,09/Sep/17 9:11 AM,12/Sep/17 10:36 AM,19/Oct/17 3:37 PM,,,0,"그래프 데이터 api 설계

안드로이드 로그인 유지를 위한 로직설계 sharedpreference사용",,shmoon,앱에서 토큰 저장 노드서버 api 추가;09/Sep/17 5:09 PM;shmoon;25200,,,,,28800,3600,25200,87%,28800,3600,25200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ToDo] 문성훈 09/08(금),FG-73,11056,ToDo,In Progress,FG,First Group,business,sgyang,,,Top,,shmoon,shmoon,shmoon,08/Sep/17 10:13 AM,08/Sep/17 5:08 PM,19/Oct/17 3:37 PM,,,0,"안드로이드 GCM, 노드 GCM 개발",,shmoon,"firebase cloud messaging 노드, 안드로이드 개발 완료

사원이 승인요청을 팀장에게 하면

팀장이 사용하는 기기에 알림이 온다.

유저가 요청시 DB에 팀장의 fcmkey값을 얻어내어 해당 기기에 메시지 전송방식.

 ;08/Sep/17 5:08 PM;shmoon;18000",,,,,28800,10800,18000,62%,28800,10800,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ToDo] 문성훈 09/07(목),FG-72,11054,ToDo,Closed,FG,First Group,business,sgyang,,,Top,,shmoon,shmoon,shmoon,07/Sep/17 11:10 AM,09/Sep/17 4:26 PM,19/Oct/17 3:37 PM,,,0,"안드로이드 브로드 캐스트+알림기능

 ",,shmoon,"서비스 기능, 노티기능 개발

문제점 : 클라이언트가 서버에게 주기적으로 요청하는 방법으로 패킷발생으로 서버와 클라이언트에 과부화 우려

대안책으로 구글 클라우드 메시징 서비스 gcm이 있다.

 ;08/Sep/17 10:15 AM;shmoon;28800",,,,,28800,0,28800,100%,28800,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ToDo] 문성훈 09/06(수),FG-69,11051,ToDo,Closed,FG,First Group,business,sgyang,,,Top,,shmoon,shmoon,shmoon,06/Sep/17 10:00 AM,07/Sep/17 11:00 AM,16/Oct/17 12:20 PM,,,0,"노드 다운로드기능 

안드로이드 cursor 이용한 파일이름 정확히 가져오기",,shmoon,"안드로이드 cursor 사용 display file name 값 전달 완료

노드 다운로드 기능 완성;06/Sep/17 11:42 AM;shmoon;7200","업로드 및 다운로드 기능 수정 완료 보고서 승인요청 보고날짜가 서버의 오늘날짜와 동일해야 보고서 승인요청 가능

일일보고서 첨부파일 수정 상담일지 수정 삽입 삭제 둘다 가능;06/Sep/17 6:14 PM;shmoon;18000",,,,28800,3600,25200,87%,28800,3600,25200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ToDo] 문성훈 09/05(화),FG-67,11049,ToDo,Closed,FG,First Group,business,sgyang,,,Top,,shmoon,shmoon,shmoon,05/Sep/17 10:09 AM,07/Sep/17 10:59 AM,16/Oct/17 12:20 PM,,,0,"안드로이드와 협업

.안드로이드와 협업 일일보고서 수정시 로직 보고서에 첨부파일 첨부 5개로 제한 로직",,shmoon,"restful사양서, db사양서 내용, exrd파일 업데이트

 

일일보고서 입력 변경 ( 보고날짜에 승인된게 없을 때 작성 가능) 보고날짜 선택시 날짜가 포함된 주차에 계획서가 없다면 날짜선택 불가능 목표매출액 값도 못 불러옴

 

주간계획서 입력 변경 ( 작성 유저의 첫날 끝날 데이터가 없을 때 작성가능)

 

주간계획서 수정 변경( 날짜 안바꾸고 데이터만 수정가능) 현재보다 과거의 시간 데이터 변경 불가능, 미래의 시간에 데이터가 없을 때 그날짜로 변경가능 (날짜값 얻어올 때 검증 먼저함)

 

일일보고서 수정 변경  보고날짜에 승인된게 없을 때 그날짜로 수정 가능 날짜변경 없이 수정 가능 해당, 보고날짜 선택시 해당 날짜에 주간계획서가 없다면 수정불가능(입력에서 해당 날짜로 입력불가능)

 

첨부파일 입력 수정(1개씩 업로드)

md5값 비교 맞을때 db에 저장, mide값 받아서 db에 저장;05/Sep/17 6:27 PM;shmoon;28800",,,,,28800,0,28800,100%,28800,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,"05/Sep/17 6:27 PM;shmoon;[~shmoon] logged work - 05/Sep/17 10:00 PM
 * Time Spent:1 day restful사양서, db사양서 내용, exrd파일 업데이트

 

일일보고서 입력 변경 ( 보고날짜에 승인된게 없을 때 작성 가능) 보고날짜 선택시 날짜가 포함된 주차에 계획서가 없다면 날짜선택 불가능 목표매출액 값도 못 불러옴

 

주간계획서 입력 변경 ( 작성 유저의 첫날 끝날 데이터가 없을 때 작성가능)

 

주간계획서 수정 변경( 날짜 안바꾸고 데이터만 수정가능) 현재보다 과거의 시간 데이터 변경 불가능, 미래의 시간에 데이터가 없을 때 그날짜로 변경가능 (날짜값 얻어올 때 검증 먼저함)

 

일일보고서 수정 변경  보고날짜에 승인된게 없을 때 그날짜로 수정 가능 날짜변경 없이 수정 가능 해당, 보고날짜 선택시 해당 날짜에 주간계획서가 없다면 수정불가능(입력에서 해당 날짜로 입력불가능)

 

첨부파일 입력 수정(1개씩 업로드)

md5값 비교 맞을때 db에 저장, mide값 받아서 db에 저장",,,
[ToDo] 문성훈 09/04(월),FG-63,11044,ToDo,Closed,FG,First Group,business,sgyang,,,Top,,shmoon,shmoon,shmoon,04/Sep/17 10:35 AM,04/Sep/17 9:17 PM,19/Oct/17 3:37 PM,,,0,"안드로이드 첨부파일 업로드 (여러개, 토큰값 전송)",,shmoon,andorid에서 토큰값 header에 넣는걸로 토큰전송 해결;04/Sep/17 11:47 AM;shmoon;7200,"안드로이드 첨부파일 토큰, md5 값 전달 성공 서버측 받는것 성공

단, 1개씩 가능 파일 첨부시마다 한개씩 전송되는 방식(안드로이드에서 수정필요)

노드 서버 주간계획서 수정api 수정 입력api 수정

 ;04/Sep/17 7:13 PM;shmoon;21600",,,,28800,0,28800,100%,28800,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,"04/Sep/17 7:13 PM;shmoon;[~shmoon] logged work - 04/Sep/17 10:00 AM
 * Time Spent:2 hours andorid에서 토큰값 header에 넣는걸로 토큰전송 해결
Permalink [Edit|http://192.168.1.7:8181/secure/UpdateWorklog!default.jspa?id=11044&worklogId=10316] [Delete|http://192.168.1.7:8181/secure/DeleteWorklog!default.jspa?id=11044&worklogId=10316]
[~shmoon] logged work - 04/Sep/17 12:00 PM
 * Time Spent:6 hours 안드로이드 첨부파일 토큰, md5 값 전달 성공 서버측 받는것 성공

단, 1개씩 가능 파일 첨부시마다 한개씩 전송되는 방식(안드로이드에서 수정필요)

노드 서버 주간계획서 수정api 수정 입력api 수정",,,
[ToDo] 문성훈 09/02(토),FG-62,11043,ToDo,Closed,FG,First Group,business,sgyang,,,Top,,shmoon,shmoon,shmoon,02/Sep/17 9:46 AM,04/Sep/17 11:43 AM,23/Sep/17 5:00 PM,,,0,파일업로드 완료 목표,,shmoon,"안드로이드 파일첨부 완료

토큰을 같이 보낼때 노드에서 값 파싱이 잘 안됨 form-data안에 있는 token만 뽑아낼 방법이 substring밖에 없을듯;02/Sep/17 6:01 PM;shmoon;28800",,,,,28800,0,28800,100%,28800,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ToDo] 문성훈 09/01(금),FG-58,11039,ToDo,Closed,FG,First Group,business,sgyang,,,Top,,shmoon,shmoon,shmoon,01/Sep/17 9:23 AM,04/Sep/17 11:42 AM,19/Oct/17 3:37 PM,,,0,"안드로이드 어제 이어서 기본 UI 통합

첨부파일 md5값 확인 기능 개발완료",,shmoon,,,,,,28800,28800,,0%,28800,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ToDo] 문성훈 08/31(목),FG-57,11038,ToDo,Closed,FG,First Group,business,sgyang,,,Top,,shmoon,shmoon,shmoon,01/Sep/17 9:20 AM,01/Sep/17 9:47 PM,19/Oct/17 3:37 PM,,,0,안드로이드 현재 개발된 ui들 엑티비티 통합,,shmoon,"코드분석, fragment 로 메인 페이지 나눔

게시글 프레그먼트 통합중;01/Sep/17 9:21 AM;shmoon;28800",,,,,28800,0,28800,100%,28800,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ToDo] 문성훈 08/30(수),FG-56,11037,ToDo,Closed,FG,First Group,business,sgyang,,,Top,,shmoon,shmoon,shmoon,01/Sep/17 9:20 AM,01/Sep/17 9:47 PM,19/Oct/17 3:37 PM,,,0,예비군1,,shmoon,,,,,,28800,28800,,0%,28800,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ToDo] 문성훈 08/29(화),FG-48,11028,ToDo,Closed,FG,First Group,business,sgyang,,,Top,,shmoon,shmoon,shmoon,29/Aug/17 9:57 AM,30/Aug/17 10:06 AM,19/Oct/17 3:37 PM,,,0,"안드로이드 공부

안드로이드 UI 개발 



노드코드 select문으로 데이터 반환시 db에 데이터 없으면 'no data'반환",,shmoon,"node 코드 정리 반환값, 첨부파일 부분 쿼리문 수정

첨부파일 md5 해싱 테스트 결과값이 나오는데 클라이언트와 데이터가 맞는지 검증이 불가능;29/Aug/17 6:46 PM;shmoon;28800",,,,,28800,0,28800,100%,28800,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,"29/Aug/17 6:46 PM;shmoon;[~shmoon] logged work - 29/Aug/17 10:00 AM
 * Time Spent:1 day node 코드 정리 반환값, 첨부파일 부분 쿼리문 수정

첨부파일 md5 해싱 테스트 결과값이 나오는데 클라이언트와 데이터가 맞는지 검증이 불가능",,,
[ToDo] 문성훈 08/28(월),FG-46,11021,ToDo,Closed,FG,First Group,business,sgyang,,,Top,,shmoon,shmoon,shmoon,28/Aug/17 10:07 AM,29/Aug/17 10:15 AM,19/Oct/17 3:37 PM,,,0,"일일보고서 수정부분 api 조건문 개발

삭제 기능 개발",,shmoon,"일일보고서 일부 수정 개발

삭제부분 전부 개발완료;28/Aug/17 4:47 PM;shmoon;10800",,,,,28800,18000,10800,37%,28800,18000,10800,,,,,,,,,,,,,,,,,,,,,,,,,,"28/Aug/17 6:56 PM;shmoon;3 hours 

일일보고서 일부 수정 개발

삭제부분 전부 개발완료",,,
[ToDo] 문성훈 08/26(토),FG-43,11018,ToDo,Closed,FG,First Group,business,sgyang,,,Top,,shmoon,shmoon,shmoon,26/Aug/17 10:29 AM,28/Aug/17 9:14 AM,19/Oct/17 3:37 PM,,,0,이메일 기능 서버 코드에 추가,,shmoon,gamil 보내기 성공;26/Aug/17 10:29 AM;shmoon;1800,코드리뷰;26/Aug/17 5:34 PM;shmoon;23400,,,,28800,3600,25200,87%,28800,3600,25200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ToDo] 문성훈 08/25(금),FG-39,11014,ToDo,Closed,FG,First Group,business,sgyang,,,Top,,shmoon,shmoon,shmoon,24/Aug/17 8:01 PM,26/Aug/17 9:55 AM,19/Oct/17 3:37 PM,,,0,"상담일지 DB바뀐 내용 대로 코드 수정 개발

일일보고서 작성시 불러오는 상담일지 리스트,

상담일지 입력시 1차 2차고객 필드 부분 수정 필요

 

하루에 하나의 승인된 보고서만 있을 수 있도록 검증,

이미 승인된 보고서가 있다면 더이상 보고서를 해당 보고 날짜에 못 쓰도록

 

일일보고서 작성 api 첨부파일+상담일지 첨부 기능 완성 필요

 

팀장 승인 기능 개발",,shmoon,"날짜당 하나의 보고서만 승인 받을 수 있도록 수정완료

팀장의 승인기능 개발완료

유저의 승인요청 기능 개발 필요;25/Aug/17 2:25 PM;shmoon;14400","팀장 승인 기능 개발완료

팀장은 해당날짜에 이미 승인한 자료가 있다면 승인을 하지 못한다.

그리고 같은 팀 사원의 보고서만 승인 가능

사원 승인 요청 기능 개발완료 (메일 서비스 미개발)

사원은 승인요청을 했거나 승인된 보고서가 있을 때 더이상 해당 날에는 승인을 하지 못한다.;25/Aug/17 6:25 PM;shmoon;14400",,,,28800,0,28800,100%,28800,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,"24/Aug/17 8:33 PM;shmoon;보고날짜에 승인된 보고서가 있다면 그 날짜에는 보고서를 더 이상 만들지 못함 승인된 보고서가 없다면 계속 생성 가능

0: 미승인

1: 승인요청

2: 반려

3: 승인

상담일지 입력 쿼리 수정 완료 

일일보고서에서 상담일지 첨부시에 상담일지 리스트 보여줄 때 1차 2차고객 모두 나오도록 수정","25/Aug/17 2:25 PM;shmoon;[~shmoon] logged work - 25/Aug/17 10:00 AM - edited
 * Time Spent:4 hours 날짜당 하나의 보고서만 승인 받을 수 있도록 수정완료

팀장의 승인기능 개발완료

유저의 승인요청 기능 개발 필요","25/Aug/17 6:25 PM;shmoon;[~shmoon] logged work - 25/Aug/17 2:00 PM
 * Time Spent:4 hours 팀장 승인 기능 개발완료

팀장은 해당날짜에 이미 승인한 자료가 있다면 승인을 하지 못한다.

그리고 같은 팀 사원의 보고서만 승인 가능

사원 승인 요청 기능 개발완료 (메일 서비스 미개발)

사원은 승인요청을 했거나 승인된 보고서가 있을 때 더이상 해당 날에는 승인을 하지 못한다.",
[ToDo] 문성훈 08/24(목),FG-38,11013,ToDo,Closed,FG,First Group,business,sgyang,,,Top,,sgyang,shmoon,shmoon,24/Aug/17 6:56 PM,25/Aug/17 7:19 PM,19/Oct/17 3:37 PM,,,0,"주간계획서 작성시 필요한 데이터 반환 API 개발

클라이언트에서 전송한 날짜값을 받으면 해당 날짜가 있는 주차의 월~일 날짜값을 반환 하는 API 개발

한 유저가 주간계획서 작성시 중복된 날짜값을 가진 DB가 있다면 데이터를 넣지 못하도록 수정 개발",,shmoon,"node-calendar 모듈 사용법 공부 및 테스트 코드 작성

테스트 코드로 원하는 날짜 데이터 추출 성공

실제 서버코드에 적용 테스트 완료 해당날짜의 한주의 날짜값 모두 API로 반환함

주간계획서 작성시 한 유저가 같은 날짜의 주간일지를 작성하지 못하도록 개발

한주의 시작날짜 마지막 날짜값을 DB에서 저장하고 있고 그 데이터를 비교하여 검증;24/Aug/17 7:00 PM;shmoon;28800",,,,,28800,0,28800,100%,28800,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,"24/Aug/17 7:04 PM;shmoon;1 day 

node-calendar 모듈 사용법 공부 및 테스트 코드 작성

테스트 코드로 원하는 날짜 데이터 추출 성공

실제 서버코드에 적용 테스트 완료 해당날짜의 한주의 날짜값 모두 API로 반환함

주간계획서 작성시 한 유저가 같은 날짜의 주간일지를 작성하지 못하도록 개발

한주의 시작날짜 마지막 날짜값을 DB에서 저장하고 있고 그 데이터를 비교하여 검증

이상 서버사이드 테스트 완료",,,
[ToDo] 문성훈 08/23(수),FG-34,11001,ToDo,Closed,FG,First Group,business,sgyang,,,Top,,sgyang,shmoon,shmoon,23/Aug/17 10:00 AM,24/Aug/17 7:03 PM,19/Oct/17 3:37 PM,,,0,"어제에 이어서 일일보고서 게시글 수정기능 개발 – 변경

 

로그인 기능 재개발 로그인 실패 카운트 계산

주간계획서 입력 재개발 (1주에 1개씩만 만들어질 수 있도록)",,shmoon,"회의진행

 ;23/Aug/17 6:05 PM;shmoon;18000",로그인 기능 재개발;23/Aug/17 6:05 PM;shmoon;10800,,,,28800,0,28800,100%,28800,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,"23/Aug/17 6:04 PM;shmoon;오늘 회의에서 문제점 발견

DB수정 이루어짐 

주간계획서 테이블에서 일년에 몇번째 주인지 판단하기 위한 주차 필드

일일보고서에서 주간계획서의 일간계획들의 날짜에 맞게 보고서를 결재 받기 위한 보고날짜 필드 추가

첨부파일 테이블에서 파일의 사이즈, MD5 암호화 데이터 저장 필드 추가

 

로그인 부분에서 해당아이디로 5회 이상 로그인 실패시 로그인이 불가능 하도록 수정 개발 완료

로직:: 
 # DB에 요청받은 ID가 있는지 확인
 # (ID 체크시 fail_count 값 체크 5회가 넘으면 로그인 불가능 토큰 발행 불가능 바로 클라이언트에 데이터 5 전달. fail count가 4회 미만이면 4번실행
 # fail_count값이 5회 미만 일 때 전달받은 데이터가 불일치 하면 유저 필드의 fail_count값 +1 update 실행
 # fail_count값을 초기화 하기위한 update 실행 0으로 초기화 후 token을 만들어서 클라이언트에 전달

 ","23/Aug/17 6:06 PM;shmoon;[~shmoon] logged work - 23/Aug/17 3:00 PM
 * Time Spent:3 hours 로그인 기능 재개발
Permalink [Edit|http://192.168.1.7:8181/secure/UpdateWorklog!default.jspa?id=11001&worklogId=10263] [Delete|http://192.168.1.7:8181/secure/DeleteWorklog!default.jspa?id=11001&worklogId=10263]
[~shmoon] logged work - 23/Aug/17 10:00 PM
 * Time Spent:5 hours 회의진행",,
